2010_CT,AY,GL,Count
30,20022003,4,18.0
30,20022003,5,14.0
30,20022003,K,13.0
30,20032004,1,12.0
30,20032004,2,17.0
30,20032004,3,12.0
30,20032004,4,14.0
30,20032004,5,16.0
30,20032004,K,12.0
30,20042005,1,15.0
30,20042005,2,13.0
30,20042005,3,19.0
30,20042005,4,10.0
30,20042005,5,12.0
30,20042005,K,17.0
30,20052006,1,16.0
30,20052006,2,16.0
30,20052006,3,10.0
30,20052006,4,17.0
30,20052006,5,10.0
30,20052006,K,9.0
30,20062007,1,4.0
30,20062007,2,18.0
30,20062007,3,13.0
30,20062007,4,13.0
30,20062007,5,16.0
30,20062007,K,16.0
30,20072008,1,17.0
30,20072008,2,4.0
30,20072008,3,19.0
30,20072008,4,12.0
30,20072008,5,11.0
30,20072008,K,15.0
30,20082009,1,17.0
30,20082009,2,17.0
30,20082009,3,7.0
30,20082009,4,20.0
30,20082009,5,14.0
30,20082009,K,10.0
34,20012002,1,17.0
34,20012002,2,17.0
34,20012002,3,23.0
34,20012002,4,9.0
34,20012002,5,7.0
34,20012002,K,13.0
34,20022003,1,11.0
34,20022003,2,14.0
34,20022003,3,18.0
34,20022003,4,19.0
34,20022003,5,9.0
34,20022003,K,17.0
34,20032004,1,19.0
34,20032004,2,15.0
34,20032004,3,17.0
34,20032004,4,17.0
34,20032004,5,21.0
34,20032004,K,18.0
34,20042005,1,19.0
34,20042005,2,20.0
34,20042005,3,15.0
34,20042005,4,18.0
34,20042005,5,18.0
34,20042005,K,20.0
34,20052006,1,25.0
34,20052006,2,21.0
34,20052006,3,18.0
34,20052006,4,14.0
34,20052006,5,19.0
34,20052006,K,18.0
34,20062007,1,23.0
34,20062007,2,21.0
34,20062007,3,21.0
34,20062007,4,14.0
34,20062007,5,12.0
34,20062007,K,24.0
34,20072008,1,27.0
34,20072008,2,24.0
34,20072008,3,20.0
34,20072008,4,22.0
34,20072008,5,12.0
34,20072008,K,27.0
34,20082009,1,25.0
34,20082009,2,27.0
34,20082009,3,26.0
34,20082009,4,22.0
34,20082009,5,23.0
34,20082009,K,16.0
36,20012002,1,35.0
36,20012002,2,36.0
36,20012002,3,30.0
36,20012002,4,19.0
36,20012002,5,29.0
36,20012002,K,19.0
36,20022003,1,22.0
36,20022003,2,38.0
36,20022003,3,38.0
36,20022003,4,29.0
36,20022003,5,17.0
36,20022003,K,21.0
36,20032004,1,26.0
36,20032004,2,24.0
36,20032004,3,42.0
36,20032004,4,33.0
36,20032004,5,25.0
36,20032004,K,26.0
36,20042005,1,21.0
36,20042005,2,23.0
36,20042005,3,27.0
36,20042005,4,42.0
36,20042005,5,31.0
36,20042005,K,22.0
36,20052006,1,23.0
36,20052006,2,19.0
36,20052006,3,24.0
36,20052006,4,25.0
36,20052006,5,40.0
36,20052006,K,13.0
36,20062007,1,20.0
36,20062007,2,22.0
36,20062007,3,21.0
36,20062007,4,27.0
36,20062007,5,25.0
36,20062007,K,24.0
36,20072008,1,26.0
36,20072008,2,18.0
36,20072008,3,20.0
36,20072008,4,21.0
36,20072008,5,23.0
36,20072008,K,21.0
36,20082009,1,24.0
36,20082009,2,21.0
36,20082009,3,13.0
36,20082009,4,19.0
36,20082009,5,22.0
36,20082009,K,15.0
38,20012002,1,6.0
38,20012002,2,7.0
38,20012002,3,6.0
38,20012002,4,9.0
38,20012002,5,6.0
38,20012002,K,9.0
38,20022003,1,9.0
38,20022003,2,7.0
38,20022003,3,7.0
38,20022003,4,6.0
38,20022003,5,10.0
38,20022003,K,6.0
38,20032004,1,7.0
38,20032004,2,8.0
38,20032004,3,6.0
38,20032004,4,7.0
38,20032004,5,5.0
38,20032004,K,4.0
38,20042005,1,2.0
38,20042005,2,6.0
38,20042005,3,7.0
38,20042005,4,7.0
38,20042005,5,5.0
38,20042005,K,6.0
38,20052006,1,5.0
38,20052006,2,1.0
38,20052006,3,6.0
38,20052006,4,9.0
38,20052006,5,6.0
38,20052006,K,5.0
38,20062007,1,6.0
38,20062007,2,4.0
38,20062007,3,2.0
38,20062007,4,6.0
38,20062007,5,9.0
38,20062007,K,5.0
38,20072008,1,6.0
38,20072008,2,4.0
38,20072008,3,4.0
38,20072008,4,2.0
38,20072008,5,10.0
38,20072008,K,7.0
38,20082009,1,7.0
38,20082009,2,8.0
38,20082009,3,6.0
38,20082009,4,4.0
38,20082009,5,2.0
38,20082009,K,9.0
44,20012002,1,10.0
44,20012002,2,9.0
44,20012002,3,12.0
44,20012002,4,13.0
44,20012002,5,12.0
44,20012002,K,9.0
44,20022003,1,13.0
44,20022003,2,11.0
44,20022003,3,8.0
44,20022003,4,12.0
44,20022003,5,13.0
44,20022003,K,15.0
44,20032004,1,18.0
44,20032004,2,14.0
44,20032004,3,10.0
44,20032004,4,11.0
44,20032004,5,10.0
44,20032004,K,7.0
44,20042005,1,7.0
44,20042005,2,16.0
44,20042005,3,12.0
44,20042005,4,10.0
44,20042005,5,11.0
44,20042005,K,9.0
44,20052006,1,10.0
44,20052006,2,7.0
44,20052006,3,12.0
44,20052006,4,15.0
44,20052006,5,9.0
44,20052006,K,5.0
44,20062007,1,4.0
44,20062007,2,9.0
44,20062007,3,7.0
44,20062007,4,12.0
44,20062007,5,11.0
44,20062007,K,11.0
44,20072008,1,8.0
44,20072008,2,4.0
44,20072008,3,7.0
44,20072008,4,6.0
44,20072008,5,11.0
44,20072008,K,13.0
44,20082009,1,15.0
44,20082009,2,8.0
44,20082009,3,6.0
44,20082009,4,7.0
44,20082009,5,7.0
44,20082009,K,15.0
46,20012002,1,6.0
46,20012002,2,3.0
46,20012002,3,6.0
46,20012002,4,3.0
46,20012002,5,8.0
46,20012002,K,7.0
46,20022003,1,5.0
46,20022003,2,5.0
46,20022003,3,2.0
46,20022003,4,3.0
46,20022003,5,4.0
46,20022003,K,3.0
46,20032004,1,3.0
46,20032004,2,6.0
46,20032004,3,3.0
46,20032004,4,3.0
46,20032004,5,3.0
46,20032004,K,4.0
46,20042005,1,4.0
46,20042005,2,3.0
46,20042005,3,6.0
46,20042005,4,3.0
46,20042005,5,2.0
46,20042005,K,5.0
46,20052006,1,3.0
46,20052006,2,4.0
46,20052006,3,3.0
46,20052006,4,7.0
46,20052006,5,2.0
46,20052006,K,2.0
46,20062007,1,4.0
46,20062007,2,5.0
46,20062007,3,6.0
46,20062007,4,2.0
46,20062007,5,8.0
46,20062007,K,9.0
46,20072008,1,10.0
46,20072008,2,2.0
46,20072008,3,4.0
46,20072008,4,5.0
46,20072008,5,2.0
46,20072008,K,13.0
46,20082009,1,12.0
46,20082009,2,9.0
46,20082009,3,3.0
46,20082009,4,4.0
46,20082009,5,5.0
46,20082009,K,9.0
50,20012002,1,10.0
50,20012002,2,17.0
50,20012002,3,7.0
50,20012002,4,6.0
50,20012002,5,7.0
50,20012002,K,11.0
50,20022003,1,11.0
50,20022003,2,11.0
50,20022003,3,16.0
50,20022003,4,4.0
50,20022003,5,6.0
50,20022003,K,6.0
50,20032004,1,4.0
50,20032004,2,9.0
50,20032004,3,10.0
50,20032004,4,17.0
50,20032004,5,5.0
50,20032004,K,9.0
50,20042005,1,8.0
50,20042005,2,4.0
50,20042005,3,10.0
50,20042005,4,9.0
50,20042005,5,16.0
50,20042005,K,7.0
50,20052006,1,10.0
50,20052006,2,8.0
50,20052006,3,7.0
50,20052006,4,11.0
50,20052006,5,9.0
50,20052006,K,8.0
50,20062007,1,9.0
50,20062007,2,6.0
50,20062007,3,8.0
50,20062007,4,6.0
50,20062007,5,11.0
50,20062007,K,17.0
50,20072008,1,15.0
50,20072008,2,9.0
50,20072008,3,4.0
50,20072008,4,7.0
50,20072008,5,4.0
50,20072008,K,11.0
50,20082009,1,10.0
50,20082009,2,17.0
50,20082009,3,9.0
50,20082009,4,4.0
50,20082009,5,7.0
50,20082009,K,15.0
51,20012002,1,0.0
51,20012002,2,0.0
51,20012002,3,0.0
51,20012002,4,0.0
51,20012002,5,1.0
51,20012002,K,0.0
51,20022003,1,0.0
51,20022003,2,0.0
51,20022003,3,0.0
51,20022003,4,0.0
51,20022003,5,0.0
51,20022003,K,0.0
51,20032004,1,0.0
51,20032004,2,0.0
51,20032004,3,0.0
51,20032004,4,0.0
51,20032004,5,0.0
51,20032004,K,0.0
51,20042005,1,0.0
51,20042005,2,0.0
51,20042005,3,0.0
51,20042005,4,0.0
51,20042005,5,0.0
51,20042005,K,0.0
51,20052006,1,0.0
51,20052006,2,0.0
51,20052006,3,0.0
51,20052006,4,0.0
51,20052006,5,0.0
51,20052006,K,0.0
51,20062007,1,0.0
51,20062007,2,0.0
51,20062007,3,0.0
51,20062007,4,0.0
51,20062007,5,0.0
51,20062007,K,0.0
51,20072008,1,0.0
51,20072008,2,0.0
51,20072008,3,0.0
51,20072008,4,0.0
51,20072008,5,0.0
51,20072008,K,0.0
51,20082009,1,0.0
51,20082009,2,0.0
51,20082009,3,0.0
51,20082009,4,0.0
51,20082009,5,0.0
51,20082009,K,0.0
54,20012002,1,14.0
54,20012002,2,16.0
54,20012002,3,9.0
54,20012002,4,13.0
54,20012002,5,6.0
54,20012002,K,10.0
54,20022003,1,11.0
54,20022003,2,11.0
54,20022003,3,10.0
54,20022003,4,8.0
54,20022003,5,9.0
54,20022003,K,10.0
54,20032004,1,14.0
54,20032004,2,13.0
54,20032004,3,12.0
54,20032004,4,15.0
54,20032004,5,7.0
54,20032004,K,12.0
54,20042005,1,7.0
54,20042005,2,14.0
54,20042005,3,9.0
54,20042005,4,8.0
54,20042005,5,14.0
54,20042005,K,11.0
54,20052006,1,10.0
54,20052006,2,3.0
54,20052006,3,13.0
54,20052006,4,6.0
54,20052006,5,6.0
54,20052006,K,8.0
54,20062007,1,8.0
54,20062007,2,10.0
54,20062007,3,3.0
54,20062007,4,11.0
54,20062007,5,3.0
54,20062007,K,6.0
54,20072008,1,6.0
54,20072008,2,6.0
54,20072008,3,11.0
54,20072008,4,2.0
54,20072008,5,7.0
54,20072008,K,16.0
54,20082009,1,11.0
54,20082009,2,2.0
54,20082009,3,7.0
54,20082009,4,7.0
54,20082009,5,2.0
54,20082009,K,23.0
58,20012002,1,15.0
58,20012002,2,12.0
58,20012002,3,15.0
58,20012002,4,8.0
58,20012002,5,7.0
58,20012002,K,16.0
58,20022003,1,19.0
58,20022003,2,13.0
58,20022003,3,15.0
58,20022003,4,14.0
58,20022003,5,9.0
58,20022003,K,16.0
58,20032004,1,17.0
58,20032004,2,15.0
58,20032004,3,11.0
58,20032004,4,13.0
58,20032004,5,15.0
58,20032004,K,10.0
58,20042005,1,14.0
58,20042005,2,16.0
58,20042005,3,10.0
58,20042005,4,8.0
58,20042005,5,9.0
58,20042005,K,9.0
58,20052006,1,11.0
58,20052006,2,11.0
58,20052006,3,11.0
58,20052006,4,10.0
58,20052006,5,7.0
58,20052006,K,9.0
58,20062007,1,7.0
58,20062007,2,9.0
58,20062007,3,8.0
58,20062007,4,14.0
58,20062007,5,5.0
58,20062007,K,9.0
58,20072008,1,9.0
58,20072008,2,4.0
58,20072008,3,9.0
58,20072008,4,7.0
58,20072008,5,11.0
58,20072008,K,20.0
58,20082009,1,15.0
58,20082009,2,10.0
58,20082009,3,5.0
58,20082009,4,6.0
58,20082009,5,6.0
58,20082009,K,24.0
60,20012002,1,24.0
60,20012002,2,23.0
60,20012002,3,19.0
60,20012002,4,14.0
60,20012002,5,19.0
60,20012002,K,21.0
60,20022003,1,17.0
60,20022003,2,21.0
60,20022003,3,21.0
60,20022003,4,13.0
60,20022003,5,13.0
60,20022003,K,23.0
60,20032004,1,22.0
60,20032004,2,16.0
60,20032004,3,26.0
60,20032004,4,15.0
60,20032004,5,14.0
60,20032004,K,19.0
60,20042005,1,18.0
60,20042005,2,21.0
60,20042005,3,11.0
60,20042005,4,27.0
60,20042005,5,18.0
60,20042005,K,15.0
60,20052006,1,11.0
60,20052006,2,18.0
60,20052006,3,22.0
60,20052006,4,10.0
60,20052006,5,24.0
60,20052006,K,15.0
60,20062007,1,14.0
60,20062007,2,11.0
60,20062007,3,18.0
60,20062007,4,19.0
60,20062007,5,10.0
60,20062007,K,24.0
60,20072008,1,23.0
60,20072008,2,13.0
60,20072008,3,10.0
60,20072008,4,13.0
60,20072008,5,20.0
60,20072008,K,24.0
60,20082009,1,25.0
60,20082009,2,28.0
60,20082009,3,14.0
60,20082009,4,7.0
60,20082009,5,11.0
60,20082009,K,27.0
62,20012002,1,33.0
62,20012002,2,28.0
62,20012002,3,34.0
62,20012002,4,22.0
62,20012002,5,16.0
62,20012002,K,26.0
62,20022003,1,22.0
62,20022003,2,35.0
62,20022003,3,30.0
62,20022003,4,30.0
62,20022003,5,19.0
62,20022003,K,16.0
62,20032004,1,20.0
62,20032004,2,19.0
62,20032004,3,25.0
62,20032004,4,27.0
62,20032004,5,31.0
62,20032004,K,21.0
62,20042005,1,24.0
62,20042005,2,20.0
62,20042005,3,24.0
62,20042005,4,28.0
62,20042005,5,28.0
62,20042005,K,14.0
62,20052006,1,14.0
62,20052006,2,17.0
62,20052006,3,14.0
62,20052006,4,19.0
62,20052006,5,26.0
62,20052006,K,14.0
62,20062007,1,19.0
62,20062007,2,11.0
62,20062007,3,17.0
62,20062007,4,11.0
62,20062007,5,20.0
62,20062007,K,26.0
62,20072008,1,27.0
62,20072008,2,17.0
62,20072008,3,9.0
62,20072008,4,15.0
62,20072008,5,11.0
62,20072008,K,30.0
62,20082009,1,32.0
62,20082009,2,30.0
62,20082009,3,18.0
62,20082009,4,12.0
62,20082009,5,14.0
62,20082009,K,35.0
64,20012002,1,27.0
64,20012002,2,29.0
64,20012002,3,23.0
64,20012002,4,21.0
64,20012002,5,24.0
64,20012002,K,22.0
64,20022003,1,22.0
64,20022003,2,28.0
64,20022003,3,31.0
64,20022003,4,27.0
64,20022003,5,20.0
64,20022003,K,19.0
64,20032004,1,17.0
64,20032004,2,17.0
64,20032004,3,26.0
64,20032004,4,30.0
64,20032004,5,28.0
64,20032004,K,16.0
64,20042005,1,16.0
64,20042005,2,19.0
64,20042005,3,18.0
64,20042005,4,31.0
64,20042005,5,33.0
64,20042005,K,23.0
64,20052006,1,28.0
64,20052006,2,17.0
64,20052006,3,18.0
64,20052006,4,21.0
64,20052006,5,32.0
64,20052006,K,24.0
64,20062007,1,19.0
64,20062007,2,21.0
64,20062007,3,19.0
64,20062007,4,18.0
64,20062007,5,21.0
64,20062007,K,36.0
64,20072008,1,28.0
64,20072008,2,21.0
64,20072008,3,15.0
64,20072008,4,15.0
64,20072008,5,16.0
64,20072008,K,20.0
64,20082009,1,18.0
64,20082009,2,29.0
64,20082009,3,23.0
64,20082009,4,16.0
64,20082009,5,16.0
64,20082009,K,34.0
66,20012002,1,26.0
66,20012002,2,34.0
66,20012002,3,25.0
66,20012002,4,18.0
66,20012002,5,26.0
66,20012002,K,32.0
66,20022003,1,36.0
66,20022003,2,31.0
66,20022003,3,33.0
66,20022003,4,22.0
66,20022003,5,16.0
66,20022003,K,21.0
66,20032004,1,25.0
66,20032004,2,34.0
66,20032004,3,34.0
66,20032004,4,31.0
66,20032004,5,25.0
66,20032004,K,32.0
66,20042005,1,28.0
66,20042005,2,21.0
66,20042005,3,34.0
66,20042005,4,36.0
66,20042005,5,29.0
66,20042005,K,29.0
66,20052006,1,27.0
66,20052006,2,27.0
66,20052006,3,24.0
66,20052006,4,36.0
66,20052006,5,33.0
66,20052006,K,28.0
66,20062007,1,32.0
66,20062007,2,26.0
66,20062007,3,26.0
66,20062007,4,27.0
66,20062007,5,35.0
66,20062007,K,32.0
66,20072008,1,36.0
66,20072008,2,32.0
66,20072008,3,25.0
66,20072008,4,26.0
66,20072008,5,29.0
66,20072008,K,30.0
66,20082009,1,32.0
66,20082009,2,31.0
66,20082009,3,30.0
66,20082009,4,18.0
66,20082009,5,26.0
66,20082009,K,24.0
68,20012002,1,56.0
68,20012002,2,56.0
68,20012002,3,66.0
68,20012002,4,42.0
68,20012002,5,53.0
68,20012002,K,46.0
68,20022003,1,49.0
68,20022003,2,55.0
68,20022003,3,59.0
68,20022003,4,71.0
68,20022003,5,47.0
68,20022003,K,56.0
68,20032004,1,61.0
68,20032004,2,50.0
68,20032004,3,54.0
68,20032004,4,62.0
68,20032004,5,70.0
68,20032004,K,50.0
68,20042005,1,52.0
68,20042005,2,65.0
68,20042005,3,42.0
68,20042005,4,51.0
68,20042005,5,56.0
68,20042005,K,56.0
68,20052006,1,62.0
68,20052006,2,49.0
68,20052006,3,69.0
68,20052006,4,52.0
68,20052006,5,58.0
68,20052006,K,67.0
68,20062007,1,67.0
68,20062007,2,66.0
68,20062007,3,53.0
68,20062007,4,63.0
68,20062007,5,60.0
68,20062007,K,47.0
68,20072008,1,48.0
68,20072008,2,69.0
68,20072008,3,71.0
68,20072008,4,51.0
68,20072008,5,58.0
68,20072008,K,55.0
68,20082009,1,62.0
68,20082009,2,47.0
68,20082009,3,68.0
68,20082009,4,74.0
68,20082009,5,52.0
68,20082009,K,67.0
70,20012002,1,17.0
70,20012002,2,22.0
70,20012002,3,15.0
70,20012002,4,13.0
70,20012002,5,9.0
70,20012002,K,21.0
70,20022003,1,21.0
70,20022003,2,17.0
70,20022003,3,19.0
70,20022003,4,13.0
70,20022003,5,15.0
70,20022003,K,14.0
70,20032004,1,18.0
70,20032004,2,21.0
70,20032004,3,16.0
70,20032004,4,20.0
70,20032004,5,10.0
70,20032004,K,17.0
70,20042005,1,19.0
70,20042005,2,18.0
70,20042005,3,19.0
70,20042005,4,15.0
70,20042005,5,19.0
70,20042005,K,18.0
70,20052006,1,14.0
70,20052006,2,13.0
70,20052006,3,17.0
70,20052006,4,18.0
70,20052006,5,10.0
70,20052006,K,12.0
70,20062007,1,17.0
70,20062007,2,15.0
70,20062007,3,14.0
70,20062007,4,18.0
70,20062007,5,18.0
70,20062007,K,19.0
70,20072008,1,19.0
70,20072008,2,15.0
70,20072008,3,16.0
70,20072008,4,15.0
70,20072008,5,15.0
70,20072008,K,13.0
70,20082009,1,14.0
70,20082009,2,21.0
70,20082009,3,13.0
70,20082009,4,14.0
70,20082009,5,16.0
70,20082009,K,15.0
72,20012002,1,23.0
72,20012002,2,39.0
72,20012002,3,28.0
72,20012002,4,19.0
72,20012002,5,26.0
72,20012002,K,21.0
72,20022003,1,24.0
72,20022003,2,25.0
72,20022003,3,39.0
72,20022003,4,25.0
72,20022003,5,20.0
72,20022003,K,19.0
72,20032004,1,21.0
72,20032004,2,25.0
72,20032004,3,27.0
72,20032004,4,38.0
72,20032004,5,24.0
72,20032004,K,29.0
72,20042005,1,28.0
72,20042005,2,21.0
72,20042005,3,22.0
72,20042005,4,20.0
72,20042005,5,30.0
72,20042005,K,24.0
72,20052006,1,23.0
72,20052006,2,34.0
72,20052006,3,16.0
72,20052006,4,22.0
72,20052006,5,19.0
72,20052006,K,20.0
72,20062007,1,21.0
72,20062007,2,23.0
72,20062007,3,27.0
72,20062007,4,16.0
72,20062007,5,25.0
72,20062007,K,28.0
72,20072008,1,25.0
72,20072008,2,18.0
72,20072008,3,21.0
72,20072008,4,26.0
72,20072008,5,19.0
72,20072008,K,20.0
72,20082009,1,21.0
72,20082009,2,22.0
72,20082009,3,20.0
72,20082009,4,24.0
72,20082009,5,28.0
72,20082009,K,12.0
74,20012002,1,105.0
74,20012002,2,82.0
74,20012002,3,81.0
74,20012002,4,63.0
74,20012002,5,75.0
74,20012002,K,89.0
74,20022003,1,94.0
74,20022003,2,98.0
74,20022003,3,87.0
74,20022003,4,72.0
74,20022003,5,62.0
74,20022003,K,82.0
74,20032004,1,89.0
74,20032004,2,91.0
74,20032004,3,91.0
74,20032004,4,75.0
74,20032004,5,60.0
74,20032004,K,76.0
74,20042005,1,66.0
74,20042005,2,85.0
74,20042005,3,82.0
74,20042005,4,89.0
74,20042005,5,66.0
74,20042005,K,77.0
74,20052006,1,86.0
74,20052006,2,73.0
74,20052006,3,80.0
74,20052006,4,72.0
74,20052006,5,86.0
74,20052006,K,89.0
74,20062007,1,83.0
74,20062007,2,81.0
74,20062007,3,68.0
74,20062007,4,78.0
74,20062007,5,75.0
74,20062007,K,87.0
74,20072008,1,78.0
74,20072008,2,87.0
74,20072008,3,79.0
74,20072008,4,61.0
74,20072008,5,83.0
74,20072008,K,75.0
74,20082009,1,76.0
74,20082009,2,74.0
74,20082009,3,84.0
74,20082009,4,73.0
74,20082009,5,64.0
74,20082009,K,84.0
75,20012002,1,0.0
75,20012002,2,0.0
75,20012002,3,0.0
75,20012002,4,0.0
75,20012002,5,0.0
75,20012002,K,1.0
75,20022003,1,1.0
75,20022003,2,0.0
75,20022003,3,0.0
75,20022003,4,0.0
75,20022003,5,0.0
75,20022003,K,0.0
75,20032004,1,0.0
75,20032004,2,0.0
75,20032004,3,0.0
75,20032004,4,0.0
75,20032004,5,0.0
75,20032004,K,0.0
75,20042005,1,0.0
75,20042005,2,0.0
75,20042005,3,0.0
75,20042005,4,0.0
75,20042005,5,0.0
75,20042005,K,0.0
75,20052006,1,0.0
75,20052006,2,0.0
75,20052006,3,0.0
75,20052006,4,0.0
75,20052006,5,0.0
75,20052006,K,0.0
75,20062007,1,0.0
75,20062007,2,0.0
75,20062007,3,0.0
75,20062007,4,0.0
75,20062007,5,0.0
75,20062007,K,0.0
75,20072008,1,0.0
75,20072008,2,0.0
75,20072008,3,0.0
75,20072008,4,0.0
75,20072008,5,0.0
75,20072008,K,0.0
75,20082009,1,0.0
75,20082009,2,0.0
75,20082009,3,0.0
75,20082009,4,0.0
75,20082009,5,0.0
75,20082009,K,0.0
76,20012002,1,46.0
76,20012002,2,40.0
76,20012002,3,34.0
76,20012002,4,34.0
76,20012002,5,40.0
76,20012002,K,38.0
76,20022003,1,39.0
76,20022003,2,50.0
76,20022003,3,44.0
76,20022003,4,30.0
76,20022003,5,25.0
76,20022003,K,32.0
76,20032004,1,34.0
76,20032004,2,38.0
76,20032004,3,47.0
76,20032004,4,36.0
76,20032004,5,25.0
76,20032004,K,46.0
76,20042005,1,44.0
76,20042005,2,36.0
76,20042005,3,42.0
76,20042005,4,43.0
76,20042005,5,32.0
76,20042005,K,32.0
76,20052006,1,35.0
76,20052006,2,43.0
76,20052006,3,33.0
76,20052006,4,42.0
76,20052006,5,47.0
76,20052006,K,34.0
76,20062007,1,33.0
76,20062007,2,33.0
76,20062007,3,46.0
76,20062007,4,30.0
76,20062007,5,45.0
76,20062007,K,27.0
76,20072008,1,30.0
76,20072008,2,36.0
76,20072008,3,34.0
76,20072008,4,42.0
76,20072008,5,30.0
76,20072008,K,29.0
76,20082009,1,31.0
76,20082009,2,35.0
76,20082009,3,37.0
76,20082009,4,35.0
76,20082009,5,34.0
76,20082009,K,29.0
78,20012002,1,0.0
78,20012002,2,0.0
78,20012002,3,0.0
78,20012002,4,1.0
78,20012002,5,0.0
78,20012002,K,0.0
78,20022003,1,0.0
78,20022003,2,0.0
78,20022003,3,0.0
78,20022003,4,0.0
78,20022003,5,1.0
78,20022003,K,0.0
78,20032004,1,0.0
78,20032004,2,0.0
78,20032004,3,0.0
78,20032004,4,0.0
78,20032004,5,0.0
78,20032004,K,0.0
78,20042005,1,0.0
78,20042005,2,0.0
78,20042005,3,0.0
78,20042005,4,0.0
78,20042005,5,0.0
78,20042005,K,0.0
78,20052006,1,0.0
78,20052006,2,0.0
78,20052006,3,0.0
78,20052006,4,0.0
78,20052006,5,0.0
78,20052006,K,0.0
78,20062007,1,0.0
78,20062007,2,0.0
78,20062007,3,0.0
78,20062007,4,0.0
78,20062007,5,0.0
78,20062007,K,0.0
78,20072008,1,0.0
78,20072008,2,0.0
78,20072008,3,0.0
78,20072008,4,0.0
78,20072008,5,0.0
78,20072008,K,0.0
78,20082009,1,0.0
78,20082009,2,0.0
78,20082009,3,0.0
78,20082009,4,0.0
78,20082009,5,0.0
78,20082009,K,0.0
80,20012002,1,0.0
80,20012002,2,0.0
80,20012002,3,0.0
80,20012002,4,0.0
80,20012002,5,0.0
80,20012002,K,1.0
80,20022003,1,0.0
80,20022003,2,0.0
80,20022003,3,0.0
80,20022003,4,0.0
80,20022003,5,0.0
80,20022003,K,0.0
